TP197071	197154	197304	197154	197162	197162	197304
TP197223	197259	197409	197259	197267	197267	197409
TP197488	197515	197665	197515	197587	197587	197665
TP197667	197780	197930	197780	197781	197781	197930
TP198067	198184	198334	198184	198209	198209	198334
TP198275	198354	198504	198354	198356	198356	198504
TP198434	198573	198723	198573	198580	198580	198723
TP198654	198782	198932	198782	198804	198804	198932
TP199034	199091	199241	199091	199109	199109	199241
TP199510	199654	199804	199654	199721	199721	199804
TP199730	199879	200029	199879	199944	199944	200029
